scenario,condition,ID,content_mean,content_variance,alpha_accuracy_mean,alpha_accuracy_variance,alpha_target_mean,alpha_target_variance,alpha0,beta,gamma,epoch,action,action_prob,alpha_target,alpha_accuracy,content,alpha_target_sd,alpha_accuracy_sd,content_sd
All,Differing-content,51,0.2,0.0025,0.5,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_4,Prior,,-0.13099603608541033,0.5790395677713759,0.1940110623824014,0.20022639318434735,0.23432914477410544,0.04701005611481256
All,Differing-content,51,0.2,0.0025,0.5,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.93779,-0.14922201516562122,0.5934916459308034,0.19099576809052354,0.18883664143831172,0.2297996027947785,0.04697182229724486
All,Differing-content,51,0.2,0.0025,0.5,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_5,Prior,,-0.1501840627820589,0.5907768163758866,0.1917728335384519,0.18845458576915292,0.2304557349854269,0.04665945962449933
All,Differing-content,51,0.2,0.0025,0.5,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.9494,-0.1649513242583311,0.6019292494460978,0.19109362537859453,0.17893952547584288,0.2268050665434092,0.04567158030854049
All,Differing-content,51,0.2,0.0025,0.5,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_3,Prior,,-0.10211577432077204,0.5627512781927761,0.19507769806941763,0.21372260005414476,0.23980553143129557,0.04737215239979354
All,Differing-content,51,0.2,0.0025,0.5,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.91446,-0.12733078498877148,0.5799470357360746,0.1945482983426135,0.19935243305165531,0.23397677201698994,0.04706032916409606
All,Differing-content,315,0.8,0.0025,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_1,Prior,,0.30028173434541294,0.7997833805652705,0.7999161974153942,0.24999999999999997,0.14999999999919672,0.05
All,Differing-content,315,0.8,0.0025,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.01989,-0.30455790942540784,0.7036085190881249,0.7757061568060274,0.1555738196760778,0.17976882726552684,0.05318445804389955
All,Differing-content,315,0.8,0.0025,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_2,Prior,,-0.2926610456258987,0.7061824678732188,0.7761093604453942,0.16095029572960043,0.18366975684442582,0.05385058365826721
All,Differing-content,315,0.8,0.0025,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.37088,-0.3798293783909633,0.630338009597345,0.7596197177183626,0.09825188119097075,0.19290952648504842,0.05525357593275382
All,Differing-content,315,0.8,0.0025,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_4,Prior,,-0.4066221885766025,0.5823755962451145,0.7477164845823823,0.07755413975225131,0.19535669416897813,0.05475813974916691
All,Differing-content,315,0.8,0.0025,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.71381,-0.42084096788834796,0.5396922510830849,0.7394262256873998,0.06466547441680966,0.19200615854155248,0.05471813765148695
All,Differing-content,315,0.8,0.0025,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_5,Prior,,-0.42162725705448106,0.5449050293482114,0.7397905632140016,0.064677634021876,0.19216621756180727,0.05460291310646171
All,Differing-content,315,0.8,0.0025,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.77687,-0.429630910639789,0.5121909861607462,0.7338261301298761,0.05700998277088461,0.18634811943894336,0.0541149370269254
All,Differing-content,315,0.8,0.0025,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_3,Prior,,-0.380396568555047,0.6331258967176578,0.759322062394173,0.09862980338138093,0.19283108223343828,0.055313004445179746
All,Differing-content,315,0.8,0.0025,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.59477,-0.40789121022504427,0.5803844258125236,0.7481096784226832,0.07574210237158764,0.19319536619213107,0.05544951591296853
All,Differing-content,440,0.8,0.0225,0.5,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_1,Prior,,0.2995482728755852,0.500052740530634,0.799888810352952,0.14999999999919672,0.05,0.14999999999919672
All,Differing-content,440,0.8,0.0225,0.5,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.022809999999999997,0.0670498179656145,0.496526244826181,0.5678829661202396,0.1802404618896904,0.050507588039158585,0.1843550038324034
All,Differing-content,440,0.8,0.0225,0.5,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_2,Prior,,0.07031324754953408,0.497338279031156,0.5741461563058657,0.18608397331700097,0.05024468848183295,0.1878117515453225
All,Differing-content,440,0.8,0.0225,0.5,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.31823999999999997,-0.0527007073033949,0.49650780935973404,0.446658540435924,0.16614422663081993,0.05037294749634021,0.1672289496205248
All,Differing-content,440,0.8,0.0225,0.5,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_4,Prior,,-0.11072102868270489,0.49602226979957925,0.39319605778110356,0.1493115254173119,0.05117587821535768,0.15200318230036722
All,Differing-content,440,0.8,0.0225,0.5,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_4,Debunk,0.78421,-0.14129594101995616,0.49632557791584375,0.361780382535034,0.13623755712863836,0.051131099353512635,0.1384166066172466
All,Differing-content,440,0.8,0.0225,0.5,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_5,Prior,,-0.1416202294958393,0.4962709762153358,0.362096459932438,0.13820993325324646,0.051166662000382605,0.13700766465309092
All,Differing-content,440,0.8,0.0225,0.5,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_5,Debunk,0.84742,-0.16278548174833465,0.49643737016424955,0.34316942552305857,0.1281659345816761,0.05107759717618599,0.1283716047610841
All,Differing-content,440,0.8,0.0225,0.5,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_3,Prior,,-0.050513855467999594,0.49664027853117176,0.44939585759433215,0.16792196288135233,0.050430192787619996,0.16925284854674488
All,Differing-content,440,0.8,0.0225,0.5,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_3,Debunk,0.63335,-0.10891093943499998,0.4966652686737089,0.39279924989854925,0.14960950817215576,0.05037024462680775,0.1503334019092688
All,Differing-content,396,0.8,0.01,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_1,Prior,,0.29989595720761786,0.799578052695434,0.799909605211565,0.24999999999999997,0.14999999999919672,0.1
All,Differing-content,396,0.8,0.01,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.024270000000000003,-0.25921981469857275,0.7319445393425292,0.7025128841997753,0.18776656883578702,0.17876052371040246,0.11517319746001269
All,Differing-content,396,0.8,0.01,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_2,Prior,,-0.24046858734715296,0.7326002786989443,0.7036274854116391,0.2037269759331487,0.1818434688220523,0.11804653003339682
All,Differing-content,396,0.8,0.01,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.44763,-0.3461112960083297,0.6942293028405268,0.647734501257849,0.13005300095968553,0.19281165657717106,0.1154220068470226
All,Differing-content,396,0.8,0.01,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_4,Prior,,-0.38112014787423165,0.6693960003579763,0.6145641593130906,0.10292455479394742,0.20054055399618476,0.10979197932824351
All,Differing-content,396,0.8,0.01,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.80876,-0.3973109888602121,0.6533272693958144,0.5948103012116231,0.0876200520324826,0.20219900685823788,0.10523263109031204
All,Differing-content,396,0.8,0.01,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_5,Prior,,-0.39890337520237046,0.6544443183742032,0.5934936876036785,0.08722503669320662,0.20339838653867418,0.105161562685187
All,Differing-content,396,0.8,0.01,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.87144,-0.407787854938279,0.6441280692337731,0.5799067156369724,0.07808186147753361,0.20486976616635139,0.10126806307168842
All,Differing-content,396,0.8,0.01,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_3,Prior,,-0.3466832400105571,0.691189800279108,0.6460091534231418,0.1314090674931057,0.19512389637596295,0.1140203213871069
All,Differing-content,396,0.8,0.01,0.8,0.0225,0.8,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.70599,-0.380528232370591,0.6699772195651692,0.6159066283910709,0.10276642737721792,0.19976919763689224,0.10905121354958751
All,Differing-content,219,0.2,0.0225,0.8,0.0025,0.2,0.0625,1.0,10.0,1.0,epoch_1,Prior,,-0.3001935645956717,0.7997579336536499,0.20017088890056722,0.24999999999999997,0.05,0.14999999999919672
All,Differing-content,219,0.2,0.0225,0.8,0.0025,0.2,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.96093,-0.3179998892454732,0.7999922315612968,0.19069068624305124,0.23215811120877514,0.05007783265580721,0.14123479969522085
All,Differing-content,219,0.2,0.0225,0.8,0.0025,0.2,0.0625,1.0,10.0,1.0,epoch_2,Prior,,-0.31744085560893126,0.8002955945864746,0.19067333613358248,0.23414567412344847,0.04986806723625331,0.14261638436213864
All,Differing-content,219,0.2,0.0225,0.8,0.0025,0.2,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.971,-0.3314424555156815,0.8003191698361655,0.18483533094365934,0.22020598604233535,0.049887548699545724,0.13639599893253276
All,Differing-content,219,0.2,0.0225,0.8,0.0025,0.2,0.0625,1.0,10.0,1.0,epoch_4,Prior,,-0.3395989684695747,0.8018565311147884,0.1772162554435905,0.2120731202315327,0.048699547652578924,0.12953368456152106
All,Differing-content,219,0.2,0.0225,0.8,0.0025,0.2,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.98076,-0.3491101246581044,0.8020685396708205,0.1732087537369781,0.2014464176436234,0.04858238153386878,0.1259684794663454
All,Differing-content,219,0.2,0.0225,0.8,0.0025,0.2,0.0625,1.0,10.0,1.0,epoch_5,Prior,,-0.35031387754076915,0.8018136848067662,0.17378447645152537,0.2013817104031536,0.04862255240041206,0.12728638021898986
All,Differing-content,219,0.2,0.0225,0.8,0.0025,0.2,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.98568,-0.35702069726019625,0.8018151133737074,0.16991826111364217,0.1924767532158135,0.04857467375276223,0.12378646642446726
All,Differing-content,219,0.2,0.0225,0.8,0.0025,0.2,0.0625,1.0,10.0,1.0,epoch_3,Prior,,-0.3295620493240392,0.801022773892447,0.18608728681875836,0.22230522103964925,0.04958356500303934,0.13765479407166872
All,Differing-content,219,0.2,0.0225,0.8,0.0025,0.2,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.97931,-0.3400619078544374,0.8011043113488789,0.18044357738636094,0.20999486280032373,0.04935107120924641,0.13167182917947573
All,Differing-content,103,0.2,0.01,0.2,0.0625,0.5,0.0025,1.0,10.0,1.0,epoch_1,Prior,,-0.00019925004369909877,0.20048287874260182,0.1998106753458544,0.05,0.24999999999999997,0.1
All,Differing-content,103,0.2,0.01,0.2,0.0625,0.5,0.0025,1.0,10.0,1.0,epoch_1,Debunk,0.66708,-0.006719676694479519,0.2576609625483476,0.1944964576388006,0.049314077286942724,0.26965279653469504,0.09696774606197525
All,Differing-content,103,0.2,0.01,0.2,0.0625,0.5,0.0025,1.0,10.0,1.0,epoch_2,Prior,,-0.006902530014278114,0.2470128665375773,0.19479849200445234,0.04936144441748673,0.27286555486856706,0.09829201071571246
All,Differing-content,103,0.2,0.01,0.2,0.0625,0.5,0.0025,1.0,10.0,1.0,epoch_2,Debunk,0.72617,-0.012095595477161101,0.30618874723194256,0.1886400948602704,0.048853067879381686,0.28849598883057903,0.0943145402333568
All,Differing-content,103,0.2,0.01,0.2,0.0625,0.5,0.0025,1.0,10.0,1.0,epoch_4,Prior,,-0.01704308638421281,0.3513892838262113,0.184458245942334,0.048299662124022404,0.3045440490365321,0.09208151582527699
All,Differing-content,103,0.2,0.01,0.2,0.0625,0.5,0.0025,1.0,10.0,1.0,epoch_4,Debunk,0.81009,-0.020741414055508767,0.40642154425619526,0.17989856011298136,0.04785369764636967,0.3045163090978626,0.08947342095016918
All,Differing-content,103,0.2,0.01,0.2,0.0625,0.5,0.0025,1.0,10.0,1.0,epoch_5,Prior,,-0.021042185915864278,0.3994529359365049,0.17962216193806158,0.04792259855538836,0.3068205151859061,0.08991227411805518
All,Differing-content,103,0.2,0.01,0.2,0.0625,0.5,0.0025,1.0,10.0,1.0,epoch_5,Debunk,0.83709,-0.02397075889774936,0.4498870201039526,0.17551278740151147,0.04750265241082185,0.30181066521806804,0.08715419645599788
All,Differing-content,103,0.2,0.01,0.2,0.0625,0.5,0.0025,1.0,10.0,1.0,epoch_3,Prior,,-0.012232470547336203,0.2985180818153793,0.19025056484067113,0.04886680801064463,0.29246819462718276,0.09580836517235468
All,Differing-content,103,0.2,0.01,0.2,0.0625,0.5,0.0025,1.0,10.0,1.0,epoch_3,Debunk,0.75642,-0.01691876031744483,0.3576879981137138,0.18520479583595495,0.04828711347588069,0.3000123552895407,0.09255139184053456
All,Differing-content,360,0.8,0.01,0.5,0.0025,0.8,0.0625,1.0,10.0,1.0,epoch_1,Prior,,0.2985635529047227,0.5000608865694575,0.7997736754173433,0.24999999999999997,0.05,0.1
All,Differing-content,360,0.8,0.01,0.5,0.0025,0.8,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.050800000000000005,-0.24718102943016843,0.4934834180737656,0.747808754647583,0.18465473770228774,0.05006941439916533,0.1114086729128259
All,Differing-content,360,0.8,0.01,0.5,0.0025,0.8,0.0625,1.0,10.0,1.0,epoch_2,Prior,,-0.22918672916207564,0.4928088534758168,0.7476093658278856,0.19886526168684962,0.050377159066304515,0.11251591509622234
All,Differing-content,360,0.8,0.01,0.5,0.0025,0.8,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.4993,-0.33859778065598634,0.4889802019053207,0.7126633696037172,0.12424550814703073,0.05032964660454222,0.11486487248371038
All,Differing-content,360,0.8,0.01,0.5,0.0025,0.8,0.0625,1.0,10.0,1.0,epoch_4,Prior,,-0.37355592149237543,0.4872994434863157,0.6917922654561848,0.09846357025232032,0.04963355827638129,0.11461943438991147
All,Differing-content,360,0.8,0.01,0.5,0.0025,0.8,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.79683,-0.3911294864688482,0.48577065970672567,0.6735503133305212,0.0828142866389036,0.049588279538269636,0.11283607919563333
All,Differing-content,360,0.8,0.01,0.5,0.0025,0.8,0.0625,1.0,10.0,1.0,epoch_5,Prior,,-0.3917418009082167,0.4860932827857849,0.6722362940097177,0.08382602701298722,0.04988155829540932,0.11353919116596496
All,Differing-content,360,0.8,0.01,0.5,0.0025,0.8,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.84232,-0.4019975355969541,0.4845385946079084,0.6585780162739554,0.0742752190734183,0.049776850777848894,0.11201293977551066
All,Differing-content,360,0.8,0.01,0.5,0.0025,0.8,0.0625,1.0,10.0,1.0,epoch_3,Prior,,-0.3371929206518482,0.4896561918204315,0.7143762108127981,0.12664266703385946,0.049967955672170536,0.11467023895352596
All,Differing-content,360,0.8,0.01,0.5,0.0025,0.8,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.70731,-0.3726745293063156,0.4871260508484109,0.6909468560460288,0.09748463331470043,0.04973786893765855,0.1136657235144436
All,Differing-content,113,0.2,0.01,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_1,Prior,,-0.0012247609296977887,0.5000386765441553,0.19989086336187217,0.1499999999994,0.05,0.1
All,Differing-content,113,0.2,0.01,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.88075,-0.019100520345646226,0.5011574189829013,0.1898266396094047,0.1428212102427864,0.049865581302030365,0.0936703437669491
All,Differing-content,113,0.2,0.01,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_2,Prior,,-0.021480745406481587,0.501280789374183,0.19078893982828804,0.143847469013644,0.04959914431352317,0.09494312220115825
All,Differing-content,113,0.2,0.01,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.91162,-0.035218801346875446,0.5025068698169437,0.18298474100888645,0.13772685175491428,0.04976294982798201,0.08992019108744635
All,Differing-content,113,0.2,0.01,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_4,Prior,,-0.04759143346380303,0.5044415223071106,0.1782293208259748,0.135914225479676,0.04965201304045244,0.08804236285356486
All,Differing-content,113,0.2,0.01,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_4,Debunk,0.93345,-0.05630640434670243,0.5050256530524613,0.1733683422689352,0.1311985473879225,0.04948156550448295,0.0849381158474758
All,Differing-content,113,0.2,0.01,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_5,Prior,,-0.05384683907462051,0.5061728932712799,0.17344375580263782,0.13190032837304502,0.04919832384120241,0.08466221644752552
All,Differing-content,113,0.2,0.01,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_5,Debunk,0.94008,-0.061060041881945956,0.506789316838399,0.16910619355033446,0.12809141540022173,0.04923866181839636,0.08179189797369452
All,Differing-content,113,0.2,0.01,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_3,Prior,,-0.033134867857860996,0.5034873713325749,0.1830493227335042,0.13962631476796852,0.04975838830407976,0.09065180221714443
All,Differing-content,113,0.2,0.01,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_3,Debunk,0.92295,-0.04567899638179738,0.5040562072558593,0.17678663900568345,0.13487802138512378,0.049721191616981325,0.08634460994173256
All,Differing-content,24,0.2,0.0025,0.2,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_1,Prior,,-0.00039161629909349103,0.20011803704052963,0.1999483202166698,0.25,0.24999999999999997,0.05
All,Differing-content,24,0.2,0.0025,0.2,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.62712,-0.1203253087382743,0.2563956091902025,0.1985706729708702,0.20740159755866888,0.2777116081774637,0.04937519171143215
All,Differing-content,24,0.2,0.0025,0.2,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_2,Prior,,-0.1181632675005844,0.24934228242968048,0.19880062622589753,0.21176298846505104,0.2803770039846812,0.04950356402266274
All,Differing-content,24,0.2,0.0025,0.2,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.80013,-0.17757082586100895,0.2894025046870517,0.19818579944846326,0.18165026195097803,0.2936200127152332,0.049209314150621145
All,Differing-content,24,0.2,0.0025,0.2,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_4,Prior,,-0.21279282443758538,0.3074658986094808,0.19739230833105717,0.16508676479427642,0.30246632736048207,0.04898087198464593
All,Differing-content,24,0.2,0.0025,0.2,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.90596,-0.23444704866129432,0.3281215771803112,0.19746788097781848,0.15023436337801263,0.3066112842543377,0.04887987281450076
All,Differing-content,24,0.2,0.0025,0.2,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_5,Prior,,-0.23192178576886102,0.3242726369838265,0.19754094726358448,0.1532423226654816,0.3076741244479948,0.04894477120146632
All,Differing-content,24,0.2,0.0025,0.2,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.92337,-0.24739812920243798,0.343459057559933,0.19735566259741835,0.14176703119372222,0.3108629168049794,0.04881506933889268
All,Differing-content,24,0.2,0.0025,0.2,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_3,Prior,,-0.177885450845036,0.27965535152273285,0.19765344504406218,0.18327242420000703,0.29248873986722285,0.04921203487205082
All,Differing-content,24,0.2,0.0025,0.2,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.86149,-0.21090943295999762,0.3083451866788918,0.19711661308153702,0.16284816764765705,0.2993230000668447,0.04912379765327159
All,Differing-content,407,0.8,0.0225,0.2,0.0025,0.2,0.0225,1.0,10.0,1.0,epoch_1,Prior,,-0.30003656592855954,0.20021857019776243,0.7997098898494444,0.14999999999919672,0.05,0.14999999999919672
All,Differing-content,407,0.8,0.0225,0.2,0.0025,0.2,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.77851,-0.341667765485374,0.1974553062880765,0.787927079132713,0.114931013366715,0.049198418218399036,0.1547238124452009
All,Differing-content,407,0.8,0.0225,0.2,0.0025,0.2,0.0225,1.0,10.0,1.0,epoch_2,Prior,,-0.3426896875509776,0.19747195124177197,0.7915318282543297,0.11659771166630996,0.048838980330475235,0.15293356293668361
All,Differing-content,407,0.8,0.0225,0.2,0.0025,0.2,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.85098,-0.3639662717156536,0.195862008974196,0.7818745030495915,0.09764124560890389,0.048195518795496266,0.15677923773637684
All,Differing-content,407,0.8,0.0225,0.2,0.0025,0.2,0.0225,1.0,10.0,1.0,epoch_4,Prior,,-0.3776213032744482,0.19365744711856028,0.7727141128925945,0.08775914744681128,0.047580398347697325,0.16054115035606162
All,Differing-content,407,0.8,0.0225,0.2,0.0025,0.2,0.0225,1.0,10.0,1.0,epoch_4,Debunk,0.90363,-0.3862009522981998,0.192465953215474,0.765127858751869,0.07941624009297793,0.047429240325823664,0.162953948557002
All,Differing-content,407,0.8,0.0225,0.2,0.0025,0.2,0.0225,1.0,10.0,1.0,epoch_5,Prior,,-0.38791600957111244,0.1930398324110065,0.766924409036805,0.07891803415562994,0.04734001537929191,0.16146135788397822
All,Differing-content,407,0.8,0.0225,0.2,0.0025,0.2,0.0225,1.0,10.0,1.0,epoch_5,Debunk,0.91444,-0.3937346288949455,0.19191989303728466,0.760531744038403,0.07390166714646342,0.04697589268416206,0.16333732066058432
All,Differing-content,407,0.8,0.0225,0.2,0.0025,0.2,0.0225,1.0,10.0,1.0,epoch_3,Prior,,-0.36580197785443574,0.19467958055854867,0.78155194982939,0.09812721113216609,0.047912641838285426,0.15658245456455783
All,Differing-content,407,0.8,0.0225,0.2,0.0025,0.2,0.0225,1.0,10.0,1.0,epoch_3,Debunk,0.89053,-0.3784277225462883,0.19332604933262262,0.7736719084288213,0.08659537611849519,0.0475770400858032,0.1586681529868968
All,Differing-content,478,0.8,0.0225,0.8,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_1,Prior,,-0.3000043385682453,0.8001244538430772,0.8001166187655672,0.05,0.24999999999999997,0.14999999999919672
All,Differing-content,478,0.8,0.0225,0.8,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_1,Debunk,0.29698,-0.3074396541750347,0.6507096766938845,0.6705879562675974,0.048367596474746526,0.31398478002998736,0.16574624516289993
All,Differing-content,478,0.8,0.0225,0.8,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_2,Prior,,-0.30698102011874934,0.6772144339068611,0.6763190200811168,0.04870710519906018,0.3166136464982141,0.1756864989749052
All,Differing-content,478,0.8,0.0225,0.8,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_2,Debunk,0.58788,-0.31091530545219137,0.5823788918131687,0.5971062542079139,0.047605133313025606,0.336160384734572,0.16931461275077955
All,Differing-content,478,0.8,0.0225,0.8,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_4,Prior,,-0.3129703835176132,0.5601662723716954,0.5458713364271461,0.04663672689622586,0.34481122946963233,0.1657474471179508
All,Differing-content,478,0.8,0.0225,0.8,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_4,Debunk,0.83014,-0.3150837409134322,0.5231627199708121,0.5128733077452768,0.04597251915261263,0.3456830310578048,0.15515485038650537
All,Differing-content,478,0.8,0.0225,0.8,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_5,Prior,,-0.3156703396599492,0.5310997549331831,0.5121813087815569,0.04648563686887459,0.34538416949233797,0.15489645889396617
All,Differing-content,478,0.8,0.0225,0.8,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_5,Debunk,0.87707,-0.317209782269076,0.5063500714489665,0.49017100003013303,0.04607434657894603,0.3449084656292383,0.14540800023446698
All,Differing-content,478,0.8,0.0225,0.8,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_3,Prior,,-0.31012324275604186,0.604204348522021,0.5986333975778834,0.047565987481121064,0.3372203535702816,0.17411475987861003
All,Differing-content,478,0.8,0.0225,0.8,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_3,Debunk,0.76099,-0.3133901932467309,0.5445800624857358,0.5485379485207232,0.0470584303280773,0.3428597932136994,0.1626400789767708
All,Differing-content,384,0.8,0.01,0.8,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_1,Prior,,-0.0001700567973574482,0.7999263770104206,0.8001806942882049,0.25,0.05,0.1
All,Differing-content,384,0.8,0.01,0.8,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.08167999999999999,-0.2879513624339365,0.7935177995708914,0.6955636979177087,0.14801193691823872,0.05148631672636291,0.10896958329640123
All,Differing-content,384,0.8,0.01,0.8,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_2,Prior,,-0.28603731273905647,0.7939117462028938,0.6950700108451009,0.14637680844401144,0.05087517693072971,0.11090596897605205
All,Differing-content,384,0.8,0.01,0.8,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.47425,-0.34694681278196815,0.7905489037017909,0.63666793591655,0.10809062190464301,0.05131726942875703,0.10333544978613461
All,Differing-content,384,0.8,0.01,0.8,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_4,Prior,,-0.37174937985929773,0.7895939950760076,0.6050684638214632,0.09166798540152768,0.05144753412833708,0.09631530253399849
All,Differing-content,384,0.8,0.01,0.8,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.80325,-0.3859659929762394,0.7883063880377833,0.5850850165205117,0.08033703175979827,0.05157698448304674,0.09062913683938797
All,Differing-content,384,0.8,0.01,0.8,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_5,Prior,,-0.3848463671135857,0.7883292253365523,0.5842759741668795,0.08198510703323553,0.05156018729328536,0.09102847956868561
All,Differing-content,384,0.8,0.01,0.8,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.85175,-0.3941293532834477,0.7877836218561676,0.57053863758607,0.07470727756817515,0.051356476218296185,0.08670282745979901
All,Differing-content,384,0.8,0.01,0.8,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_3,Prior,,-0.3483402979919649,0.7907597214202006,0.6371397606870763,0.10852073772119891,0.051224023667942126,0.10324437526023321
All,Differing-content,384,0.8,0.01,0.8,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.69043,-0.3729169272167289,0.7889421672744386,0.6056510521647464,0.09049489577366153,0.051538431470928174,0.09579675360212846
All,Differing-content,224,0.2,0.0225,0.8,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_1,Prior,,0.3003218686280964,0.8000193924406959,0.2001279939921776,0.14999999999919672,0.05,0.14999999999919672
All,Differing-content,224,0.2,0.0225,0.8,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.72503,0.2753319249982205,0.801719058706554,0.14212735765493864,0.15556790167264514,0.0496938218462701,0.10206947921495692
All,Differing-content,224,0.2,0.0225,0.8,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_2,Prior,,0.2786035861258075,0.8016439022244981,0.1419300099445012,0.15770122962812336,0.049098154338826895,0.10435029620341575
